British Columbia,49.958339,-123.143833
Alberta,58.458904,-116.187442
Saskatchewan,51.376705,-103.263554
Manitoba,53.797236,-96.607212
Ontario,51.452722,-83.932216
Quebec,47.502418,-73.025056
New York",42.748957,-75.595856
California,37.725083,-120.258751
Washington,47.706278,-119.765803
Montana,46.545163,-109.419650
